Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,53747,53687,53897,"76,35","0,000%",",01861","3234,94","0,00","178042610,0"
TOTAL,5,53747,53687,53897,"76,35","0,000%",",01861","3234,94","0,00","178042610,0"
