Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,586,547,628,"30,72","0,000%","1,70474","3166,44","0,23","1902015,0"
TOTAL,5,586,547,628,"30,72","0,000%","1,70474","3166,44","0,23","1902015,0"
