Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,4,2,7,"1,72","0,000%","217,39130","1544,45","28,87","7275,0"
TOTAL,5,4,2,7,"1,72","0,000%","217,39130","1544,45","28,87","7275,0"
