Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,10297,9943,10464,"190,49","0,000%",",09710","2999,40","0,02","31630954,0"
TOTAL,5,10297,9943,10464,"190,49","0,000%",",09710","2999,40","0,02","31630954,0"
