Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,1499,1462,1543,"33,34","0,000%",",66693","1,51","0,12","2323,0"
TOTAL,5,1499,1462,1543,"33,34","0,000%",",66693","1,51","0,12","2323,0"
