Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,10,340,330,363,"9,31","0,000%","2,94118","59,76","0,57","20805,0"
TOTAL,10,340,330,363,"9,31","0,000%","2,94118","59,76","0,57","20805,0"
