Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9200,8977,9506,"189,28","0,000%",",10869","3357,35","0,02","31630954,0"
TOTAL,5,9200,8977,9506,"189,28","0,000%",",10869","3357,35","0,02","31630954,0"
