Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,567,544,613,"25,52","0,000%","1,76118","4,00","0,33","2323,0"
TOTAL,5,567,544,613,"25,52","0,000%","1,76118","4,00","0,33","2323,0"
