Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,2180,2132,2278,"56,34","0,000%",",45863","1,04","0,09","2323,0"
TOTAL,5,2180,2132,2278,"56,34","0,000%",",45863","1,04","0,09","2323,0"
