Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,5934,5873,6032,"55,72","0,000%",",16849","0,40","0,03","2421,0"
TOTAL,5,5934,5873,6032,"55,72","0,000%",",16849","0,40","0,03","2421,0"
