Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,54156,54088,54358,"101,24","0,000%",",01846","3208,49","0,00","177932370,0"
TOTAL,5,54156,54088,54358,"101,24","0,000%",",01846","3208,49","0,00","177932370,0"
