Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,1056,1026,1101,"27,44","0,000%",",94607","2,15","0,18","2323,0"
TOTAL,5,1056,1026,1101,"27,44","0,000%",",94607","2,15","0,18","2323,0"
