Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,66,63,75,"4,56","0,000%","15,15152","214,28","2,19","14482,0"
TOTAL,5,66,63,75,"4,56","0,000%","15,15152","214,28","2,19","14482,0"
