Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,99,96,105,"3,79","0,000%","10,10101","891,89","1,55","90416,0"
TOTAL,5,99,96,105,"3,79","0,000%","10,10101","891,89","1,55","90416,0"
