Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,77,72,83,"4,22","0,000%","12,85347","476,44","2,08","37957,0"
TOTAL,5,77,72,83,"4,22","0,000%","12,85347","476,44","2,08","37957,0"
