Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,65,61,79,"7,04","0,000%","15,33742","222,71","2,22","14869,0"
TOTAL,5,65,61,79,"7,04","0,000%","15,33742","222,71","2,22","14869,0"
