Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,199,180,243,"23,02","0,000%","5,02513","11,40","0,94","2323,0"
TOTAL,5,199,180,243,"23,02","0,000%","5,02513","11,40","0,94","2323,0"
