Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,133,111,207,"37,02","0,000%","7,49625","17,72","1,49","2421,0"
TOTAL,5,133,111,207,"37,02","0,000%","7,49625","17,72","1,49","2421,0"
