Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,53851,53744,53969,"87,41","0,000%",",01857","3226,72","0,00","177933742,0"
TOTAL,5,53851,53744,53969,"87,41","0,000%",",01857","3226,72","0,00","177933742,0"
