Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,5538,5491,5635,"50,45","0,000%",",18054","0,43","0,04","2421,0"
TOTAL,5,5538,5491,5635,"50,45","0,000%",",18054","0,43","0,04","2421,0"
