Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
VM Runnning ,10,10795,10746,10832,"23,41","0,000%",",09263","564,70","0,00","6242855,0"
TOTAL,10,10795,10746,10832,"23,41","0,000%",",09263","564,70","0,00","6242855,0"
