Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
VM Runnning ,10,295,282,405,"36,61","0,000%","3,38639","20645,24","0,00","6242855,0"
TOTAL,10,295,282,405,"36,61","0,000%","3,38639","20645,24","0,00","6242855,0"
