Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,229,168,463,"117,03","0,000%","4,35540","7,60","0,65","1787,0"
TOTAL,5,229,168,463,"117,03","0,000%","4,35540","7,60","0,65","1787,0"
