Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,47168,47076,47247,"58,47","0,000%",",02120","3683,89","0,00","177931882,0"
TOTAL,5,47168,47076,47247,"58,47","0,000%",",02120","3683,89","0,00","177931882,0"
