Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,241,212,348,"53,45","0,000%","4,13565","9,78","0,82","2421,0"
TOTAL,5,241,212,348,"53,45","0,000%","4,13565","9,78","0,82","2421,0"
