Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,11041,10917,11275,"123,87","0,000%",",09056","2797,46","0,02","31630954,0"
TOTAL,5,11041,10917,11275,"123,87","0,000%",",09056","2797,46","0,02","31630954,0"
