Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,219,215,229,"5,12","0,000%","4,54959","10,32","0,85","2323,0"
TOTAL,5,219,215,229,"5,12","0,000%","4,54959","10,32","0,85","2323,0"
