Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,957,930,1020,"33,19","0,000%","1,04450","2,37","0,19","2323,0"
TOTAL,5,957,930,1020,"33,19","0,000%","1,04450","2,37","0,19","2323,0"
