Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9418,9351,9499,"50,17","0,000%",",10617","3279,50","0,02","31630954,0"
TOTAL,5,9418,9351,9499,"50,17","0,000%",",10617","3279,50","0,02","31630954,0"
