timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618735022787,54134,HTTP Request,200,OK,Thread Group 1-1,text,true,,178165725,204,1,1,"http://127.0.0.1:5000/collections/Zurich_Building_LoD2_V10/items/?bbox=8.47424,47.36766,8.60916,47.41647&epsg=4326",65,0,1
1618735076921,53927,HTTP Request,200,OK,Thread Group 1-1,text,true,,178165725,204,1,1,"http://127.0.0.1:5000/collections/Zurich_Building_LoD2_V10/items/?bbox=8.47424,47.36766,8.60916,47.41647&epsg=4326",45,0,1
1618735130849,53938,HTTP Request,200,OK,Thread Group 1-1,text,true,,178165725,204,1,1,"http://127.0.0.1:5000/collections/Zurich_Building_LoD2_V10/items/?bbox=8.47424,47.36766,8.60916,47.41647&epsg=4326",42,0,1
1618735184788,53869,HTTP Request,200,OK,Thread Group 1-1,text,true,,178165725,204,1,1,"http://127.0.0.1:5000/collections/Zurich_Building_LoD2_V10/items/?bbox=8.47424,47.36766,8.60916,47.41647&epsg=4326",45,0,1
1618735238659,53795,HTTP Request,200,OK,Thread Group 1-1,text,true,,178165725,204,1,1,"http://127.0.0.1:5000/collections/Zurich_Building_LoD2_V10/items/?bbox=8.47424,47.36766,8.60916,47.41647&epsg=4326",43,0,0
