Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,5379,5370,5397,"10,53","0,000%",",18590","0,44","0,04","2421,0"
TOTAL,5,5379,5370,5397,"10,53","0,000%",",18590","0,44","0,04","2421,0"
