Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,53932,53795,54134,"112,78","0,000%",",01854","3226,02","0,00","178165725,0"
TOTAL,5,53932,53795,54134,"112,78","0,000%",",01854","3226,02","0,00","178165725,0"
