Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,91,81,106,"9,20","0,000%","10,91703","259,92","1,58","24380,0"
TOTAL,5,91,81,106,"9,20","0,000%","10,91703","259,92","1,58","24380,0"
