Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,2062,2005,2155,"58,24","0,000%",",48473","23,99","0,07","50678,0"
TOTAL,5,2062,2005,2155,"58,24","0,000%",",48473","23,99","0,07","50678,0"
