Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,418,412,426,"4,94","0,000%","2,38892","35,32","0,35","15138,0"
TOTAL,5,418,412,426,"4,94","0,000%","2,38892","35,32","0,35","15138,0"
