Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,55117,54841,55403,"216,09","0,000%",",01814","3152,54","0,00","177931882,0"
TOTAL,5,55117,54841,55403,"216,09","0,000%",",01814","3152,54","0,00","177931882,0"
