Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,1119,1095,1193,"37,16","0,000%",",89334","2,03","0,17","2323,0"
TOTAL,5,1119,1095,1193,"37,16","0,000%",",89334","2,03","0,17","2323,0"
