Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9609,9494,9816,"111,20","0,000%",",10406","3214,39","0,02","31630954,0"
TOTAL,5,9609,9494,9816,"111,20","0,000%",",10406","3214,39","0,02","31630954,0"
