Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,185,171,225,"20,00","0,000%","5,37057","12,18","1,00","2323,0"
TOTAL,5,185,171,225,"20,00","0,000%","5,37057","12,18","1,00","2323,0"
