Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,53583,53473,53730,"101,36","0,000%",",01866","3242,99","0,00","177942311,0"
TOTAL,5,53583,53473,53730,"101,36","0,000%",",01866","3242,99","0,00","177942311,0"
