Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,5420,5362,5498,"54,32","0,000%",",18450","0,44","0,04","2421,0"
TOTAL,5,5420,5362,5498,"54,32","0,000%",",18450","0,44","0,04","2421,0"
