Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,434,413,475,"23,38","0,000%","2,30203","5,22","0,43","2323,0"
TOTAL,5,434,413,475,"23,38","0,000%","2,30203","5,22","0,43","2323,0"
