Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,6,4,14,"4,00","0,000%","161,29032","214,53","24,10","1362,0"
TOTAL,5,6,4,14,"4,00","0,000%","161,29032","214,53","24,10","1362,0"
