Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,48201,48115,48315,"67,20","0,000%",",02075","3604,92","0,00","177931882,0"
TOTAL,5,48201,48115,48315,"67,20","0,000%",",02075","3604,92","0,00","177931882,0"
