Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,756,716,870,"57,77","0,000%","1,32170","3,12","0,26","2421,0"
TOTAL,5,756,716,870,"57,77","0,000%","1,32170","3,12","0,26","2421,0"
