Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9299,9236,9404,"56,52","0,000%",",10753","3321,53","0,02","31630954,0"
TOTAL,5,9299,9236,9404,"56,52","0,000%",",10753","3321,53","0,02","31630954,0"
