Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,787,769,854,"33,23","0,000%","1,26871","2,88","0,24","2323,0"
TOTAL,5,787,769,854,"33,23","0,000%","1,26871","2,88","0,24","2323,0"
