Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,797,770,853,"28,95","0,000%","1,25408","2,84","0,23","2323,0"
TOTAL,5,797,770,853,"28,95","0,000%","1,25408","2,84","0,23","2323,0"
