Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,273,250,314,"23,07","0,000%","3,65764","8,30","0,68","2323,0"
TOTAL,5,273,250,314,"23,07","0,000%","3,65764","8,30","0,68","2323,0"
