Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,169,158,206,"18,44","0,000%","5,90319","13,39","1,10","2323,0"
TOTAL,5,169,158,206,"18,44","0,000%","5,90319","13,39","1,10","2323,0"
