Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,1885,1810,1974,"58,77","0,000%",",53011","1,25","0,11","2421,0"
TOTAL,5,1885,1810,1974,"58,77","0,000%",",53011","1,25","0,11","2421,0"
