Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,127,93,255,"63,66","0,000%","7,81250","20,64","1,56","2705,0"
TOTAL,5,127,93,255,"63,66","0,000%","7,81250","20,64","1,56","2705,0"
