Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,5444,5406,5527,"42,55","0,000%",",18367","0,43","0,04","2421,0"
TOTAL,5,5444,5406,5527,"42,55","0,000%",",18367","0,43","0,04","2421,0"
