Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9201,9159,9337,"67,82","0,000%",",10867","3356,69","0,02","31630954,0"
TOTAL,5,9201,9159,9337,"67,82","0,000%",",10867","3356,69","0,02","31630954,0"
