Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9236,9194,9357,"61,06","0,000%",",10825","3343,90","0,02","31630954,0"
TOTAL,5,9236,9194,9357,"61,06","0,000%",",10825","3343,90","0,02","31630954,0"
