Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9737,9146,10375,"426,72","0,000%",",10269","3171,94","0,02","31630954,0"
TOTAL,5,9737,9146,10375,"426,72","0,000%",",10269","3171,94","0,02","31630954,0"
