Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,765,742,790,"18,02","0,000%","1,30651","2,96","0,24","2323,0"
TOTAL,5,765,742,790,"18,02","0,000%","1,30651","2,96","0,24","2323,0"
