Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,9209,9173,9254,"27,85","0,000%",",10858","3354,07","0,02","31630954,0"
TOTAL,5,9209,9173,9254,"27,85","0,000%",",10858","3354,07","0,02","31630954,0"
