Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,53853,53762,53956,"67,34","0,000%",",01857","3226,56","0,00","177932830,0"
TOTAL,5,53853,53762,53956,"67,34","0,000%",",01857","3226,56","0,00","177932830,0"
