Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,5726,5697,5792,"35,18","0,000%",",17461","0,41","0,03","2421,0"
TOTAL,5,5726,5697,5792,"35,18","0,000%",",17461","0,41","0,03","2421,0"
