Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,1174,1120,1270,"53,49","0,000%",",85150","2,01","0,17","2421,0"
TOTAL,5,1174,1120,1270,"53,49","0,000%",",85150","2,01","0,17","2421,0"
