Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,369,360,379,"8,07","0,000%","2,70709","1275,23","0,36","482377,0"
TOTAL,5,369,360,379,"8,07","0,000%","2,70709","1275,23","0,36","482377,0"
