Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,120,103,186,"32,71","0,000%","8,26446","19,54","1,65","2421,0"
TOTAL,5,120,103,186,"32,71","0,000%","8,26446","19,54","1,65","2421,0"
