Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
HTTP Request,5,136138,134384,138157,"1232,74","0,000%",",00735","1276,36","0,00","177931882,0"
TOTAL,5,136138,134384,138157,"1232,74","0,000%",",00735","1276,36","0,00","177931882,0"
